ticker,combined_score,sentiment,macd_line,macd_signal,macd_histogram,macd_score,rsi_value,rsi_score,bb_upper,bb_middle,bb_lower,bb_current,bb_score,mfi_value,mfi_score,last_close,last_date
MRB,50.0,Bullish,-0.4103493776901903,-0.24268581361854297,-0.16766356407164734,-100,9.41681804364859,100,15.443447148458514,14.001499999999998,12.559552851541483,12.36,100,11.258881253940729,100,12.36,2026-02-03
KRU,37.5,Bullish,1.2244588421654043,1.1688829646510912,0.05557587751431314,100,46.2967922740669,0,504.0801797469089,484.38500000000005,464.68982025309117,481.9,50,45.4978934225909,0,481.9,2026-02-03
GPP,37.5,Bullish,-1.100297481260938,-0.8536590836927479,-0.24663839756819017,-100,19.594463319352045,100,53.611716708504005,49.9375,46.263283291495995,46.3,50,1.2262302833877072,100,46.3,2026-02-03
PLW,37.5,Bullish,3.599956790692943,5.296343183598,-1.6963863929050573,-100,29.916068649731713,100,288.4250390828048,273.275,258.12496091719515,264.0,50,19.350998214159844,100,264.0,2026-02-03
CCC,25.0,Neutral,-2.7532915665496205,-0.6565795285635572,-2.0967120379860633,-100,25.619201001022162,100,146.87579344579876,131.0125,115.14920655420121,116.4,50,20.107982726038358,50,116.4,2026-02-03
PEP,12.5,Neutral,-0.530486716488106,-0.41148370466806544,-0.11900301182004053,-100,37.86051426992136,50,57.238407709369184,55.36999999999999,53.501592290630796,54.0,50,30.69824894432611,50,54.0,2026-02-03
EAT,12.5,Neutral,-0.05554133614223211,-0.026563198744174118,-0.028978137398057994,-100,38.97125473938152,50,14.24274151047312,13.709,13.175258489526879,13.44,50,21.221302725909098,50,13.44,2026-02-03
DOM,12.5,Neutral,2.5521201230298516,2.3460937874021317,0.20602633562771988,100,67.52521940780917,-50,273.2185473843005,266.75,260.2814526156995,271.0,-50,37.393032325762505,50,271.0,2026-02-03
DNP,12.5,Neutral,-0.8668381929825628,-0.6320563956998257,-0.23478179728273707,-100,36.15865788666857,50,43.12189602834049,39.866,36.61010397165951,37.99,50,27.19544598185702,50,37.99,2026-02-03
DIA,12.5,Neutral,2.8030347496080026,4.571396890235403,-1.7683621406274002,-100,28.406980429622763,100,205.30958011521756,192.0625,178.81541988478244,183.5,50,43.22298941021708,0,183.5,2026-02-03
HUG,12.5,Neutral,0.12767843673314871,0.06163280494622875,0.06604563178691997,100,54.15603335395681,0,24.758022122025846,24.0975,23.436977877974154,24.4,-50,55.85572935068271,0,24.4,2026-02-03
11B,12.5,Neutral,-2.5361289325154246,-2.008032700518169,-0.5280962319972557,-100,30.266559333352845,50,155.7678582190015,147.42000000000002,139.07214178099852,140.0,50,38.950277359218646,50,140.0,2026-02-03
ATT,12.5,Neutral,-0.28792356941663044,-0.13514935637756048,-0.15277421303906996,-100,34.85541198147115,50,20.523943538004378,18.490000000000002,16.456056461995626,17.31,50,28.967952262980617,50,17.31,2026-02-03
APR,12.5,Neutral,0.2616070986039212,0.35080301157066995,-0.08919591296674878,-100,35.20462906114214,50,18.90465854931296,18.189999999999998,17.475341450687036,17.36,100,45.323008376596405,0,17.36,2026-02-03
ALE,12.5,Neutral,-0.5470565379411312,-0.4077992577011733,-0.13925728023995787,-100,31.58907835549887,50,32.97358806671576,30.8385,28.703411933284237,29.135,50,26.406441311367104,50,29.135,2026-02-03
PCO,0.0,Neutral,-0.04656188471342659,0.17684152452351848,-0.22340340923694507,-100,28.229129289317342,100,31.314254121882907,29.738500000000005,28.162745878117104,28.18,50,67.83228856875334,-50,28.18,2026-02-03
NEU,0.0,Neutral,-8.304117054958397,-5.157709271752461,-3.1464077832059356,-100,47.887206657297206,0,859.2482623214256,813.4,767.5517376785743,798.0,50,32.53282497555557,50,798.0,2026-02-03
CDR,0.0,Neutral,4.0793363887834175,5.953511439581498,-1.8741750507980806,-100,36.209831709724504,50,291.6740518481876,262.38,233.08594815181235,250.7,50,43.124143457794034,0,250.7,2026-02-03
MBK,0.0,Neutral,3.331219047257491,-2.011176545341795,5.342395592599287,100,69.75480108970079,-50,1088.8869237822025,1031.2350000000001,973.5830762177976,1083.0,-50,55.35783276243137,0,1083.0,2026-02-03
