ticker,combined_score,sentiment,macd_line,macd_signal,macd_histogram,macd_score,rsi_value,rsi_score,bb_upper,bb_middle,bb_lower,bb_current,bb_score,mfi_value,mfi_score,last_close,last_date
V,37.5,Bullish,-3.6873651890246038,-3.964477150358436,0.2771119613338322,100,49.0955124455409,0,351.8662507961453,332.24499969482423,312.62374859350314,329.95001220703125,50,58.58478769220293,0,329.95001220703125,2026-02-04
UNH,25.0,Neutral,-13.881522501894779,-7.1071294724405885,-6.77439302945419,-100,22.34470646178515,100,380.86115272689915,323.10450134277346,265.34784995864777,275.9200134277344,50,35.61703415305648,50,275.9200134277344,2026-02-04
CRM,25.0,Neutral,-12.5861445318709,-9.35052699835579,-3.2356175335151107,-100,18.224117609504802,100,269.70620559993597,230.1970001220703,190.68779464420464,199.44000244140625,50,21.48349362563934,50,199.44000244140625,2026-02-04
NVDA,25.0,Neutral,-0.4937242775745574,0.5491534076573081,-1.0428776852318655,-100,26.243859433324815,100,194.3366082364822,185.51850051879882,176.70039280111544,174.19000244140625,100,48.0408754386098,0,174.19000244140625,2026-02-04
MSFT,25.0,Neutral,-14.699899507073496,-9.676601053120564,-5.023298453952933,-100,25.182601033785772,100,502.5902850426313,456.26899871826174,409.9477123938922,414.19000244140625,50,39.89735094622412,50,414.19000244140625,2026-02-04
TSLA,12.5,Neutral,-8.226232321679902,-5.812879866932417,-2.4133524547474847,-100,30.493598670255963,50,457.10402669421836,433.35350036621094,409.6029740382035,406.010009765625,100,51.42513774973096,0,406.010009765625,2026-02-04
IBM,0.0,Neutral,-0.8791189605039449,-0.6392692332240487,-0.23984972727989617,-100,39.24602084354688,50,315.25129221099036,300.302001953125,285.35271169525964,289.04998779296875,50,40.650234019329865,0,289.04998779296875,2026-02-04
AMZN,0.0,Neutral,1.2502532527446988,1.8732324955391695,-0.6229792427944707,-100,37.59862083454866,50,249.4730266263874,239.78849868774415,230.1039707491009,232.99000549316406,50,43.513159643135864,0,232.99000549316406,2026-02-04
CSCO,0.0,Neutral,1.342818042036626,0.5715377029911161,0.77128033904551,100,67.07241560905047,-50,82.22872776387898,76.4580005645752,70.68727336527142,81.16000366210938,-50,51.33211032036366,0,81.16000366210938,2026-02-04
META,0.0,Neutral,12.596608980081783,7.785028753219899,4.811580226861883,100,47.38716072416592,0,729.2153053907779,656.8439971923829,584.4726889939878,668.989990234375,-50,61.618353803360364,-50,668.989990234375,2026-02-04
MA,0.0,Neutral,-3.8198717367422432,-6.31829576572926,2.498424028987017,100,60.53103328255671,-50,582.1540969445564,545.1100036621094,508.06591037966245,553.52001953125,-50,46.29335251331304,0,553.52001953125,2026-02-04
JPM,-12.5,Neutral,-1.760572073900903,-2.85357308100981,1.093001007108907,100,67.84615063163093,-50,330.79809479555826,310.58900146484376,290.37990813412927,317.2699890136719,-50,79.21915908498406,-50,317.2699890136719,2026-02-04
WMT,-12.5,Neutral,2.846361025662347,1.998974273573669,0.8473867520886778,100,86.24369729788569,-100,126.87148110516883,118.93450012207032,110.99751913897181,128.0,-100,25.912789607149563,50,128.0,2026-02-04
GS,-12.5,Neutral,8.493503521811022,14.044149003189927,-5.550645481378906,-100,36.681727351286554,50,968.8113627144149,940.7754974365234,912.7396321586319,913.2999877929688,50,62.03763762965738,-50,913.2999877929688,2026-02-04
AXP,-12.5,Neutral,-4.541007147839537,-3.5109785403838125,-1.030028607455724,-100,41.81264696885316,0,379.0622496978735,361.14100036621096,343.21975103454844,353.6700134277344,50,56.9239588125756,0,353.6700134277344,2026-02-04
