ticker,combined_score,sentiment,macd_line,macd_signal,macd_histogram,macd_score,rsi_value,rsi_score,bb_upper,bb_middle,bb_lower,bb_current,bb_score,mfi_value,mfi_score,last_close,last_date
VRC,-12.5,Neutral,2.540637317020895,2.9207900629278094,-0.3801527459069143,-100,41.9681771205979,0,147.35829244711877,139.0,130.64170755288123,135.0,50,46.2985221328801,0,135.0,2026-02-06
BFT,-12.5,Neutral,74.21261270198784,89.37165481727583,-15.159042115287988,-100,47.58746979675417,0,3919.8895005713707,3804.5,3689.1104994286293,3800.0,50,41.56854263147211,0,3800.0,2026-02-06
BHW,-12.5,Neutral,2.8310163172290714,2.446095556306736,0.3849207609223355,100,66.09961790540528,-50,119.8028707700691,113.04,106.2771292299309,117.6,-50,62.52442248878372,-50,117.6,2026-02-06
PKO,-12.5,Neutral,2.6858401742176596,2.599638375233464,0.08620179898419567,100,56.390007818966026,0,96.77736034641633,90.404,84.03063965358366,93.16,-50,81.18799485544014,-100,93.16,2026-02-06
PKN,-12.5,Neutral,3.2690610818925308,2.7078633655506357,0.5611977163418951,100,67.29126159196701,-50,111.97732601395893,103.2435,94.50967398604107,110.74,-50,65.43786299553419,-50,110.74,2026-02-06
ABE,-12.5,Neutral,4.166361564848756,3.9637574590269025,0.20260410582185395,100,67.03749696547555,-50,127.51244538073765,120.71000000000001,113.90755461926237,127.2,-50,70.66505623767085,-50,127.2,2026-02-06
KGH,-12.5,Neutral,13.031589453489175,18.839025863533607,-5.807436410044431,-100,43.494225323840745,0,361.818361885301,325.86,289.90163811469904,311.0,50,48.374822772973886,0,311.0,2026-02-06
CPS,-12.5,Neutral,0.1562523416741488,0.2519961772072386,-0.0957438355330898,-100,45.12497011617242,0,13.741366654331975,13.260750000000002,12.780133345668029,12.955,50,47.732315058520264,0,12.955,2026-02-06
NWG,-12.5,Neutral,6.853167648693756,6.495076769066362,0.35809087962739383,100,61.41340591789553,-50,136.45540146504007,114.955,93.45459853495993,123.0,-50,69.15157677175263,-50,123.0,2026-02-06
MIL,-12.5,Neutral,0.3592724583779372,0.2949277246550606,0.06434473372287658,100,60.090815187250946,-50,18.285678084083443,17.092000000000002,15.898321915916561,17.78,-50,64.50526808924008,-50,17.78,2026-02-06
GRX,-12.5,Neutral,0.06718627684919865,0.09684376336657463,-0.029657486517375986,-100,48.503874237092994,0,2.696554449826692,2.4656000000000002,2.2346455501733087,2.43,50,59.64444089795726,0,2.43,2026-02-06
TEN,-25.0,Neutral,3.4683592613753973,4.392837327290067,-0.9244780659146699,-100,43.851617969460094,0,116.59338783690738,106.91,97.22661216309261,105.6,50,63.96845733062523,-50,105.6,2026-02-06
XTB,-25.0,Neutral,3.7814042404194197,2.857995266067741,0.9234089743516787,100,74.12238686345225,-100,89.68479641773312,78.876,68.06720358226688,86.26,-50,64.79329707077852,-50,86.26,2026-02-06
ALR,-25.0,Neutral,3.6269477475836993,2.6692193087266185,0.9577284388570808,100,67.53601291826925,-50,126.37534808663379,116.11749999999999,105.85965191336619,123.45,-50,84.68533488941495,-100,123.45,2026-02-06
TPE,-25.0,Neutral,0.5618138419363099,0.44509427322200823,0.11671956871430167,100,73.59280244826057,-100,11.83095019483368,10.33845,8.84594980516632,11.29,-50,78.83562440670666,-50,11.29,2026-02-06
BNP,-25.0,Neutral,5.61560177722248,5.45920518681317,0.15639659040930987,100,69.3555634879334,-50,155.92698918741849,141.2,126.47301081258148,149.5,-50,89.51115462285895,-100,149.5,2026-02-06
OPL,-37.5,Bearish,0.40272778565867995,0.38023264142968877,0.022495144228991182,100,79.55838843090464,-100,11.963816508030469,11.05125,10.13868349196953,11.735,-50,92.18316326389574,-100,11.735,2026-02-06
SNT,-37.5,Bearish,6.669763034293794,7.061203624605753,-0.39144059031195866,-100,58.271313487302116,0,304.61098719337684,292.9719,281.33281280662317,299.0,-50,56.61003539479259,0,299.0,2026-02-06
ING,-37.5,Bearish,16.49928156943082,12.89364632699449,3.60563524243633,100,87.22382176290292,-100,419.8215408564461,377.525,335.22845914355383,413.0,-50,87.00285817412562,-100,413.0,2026-02-06
ASB,-37.5,Bearish,1.4639520098270822,1.6165507757034598,-0.15259876587637766,-100,53.954936290077,0,39.908666603903384,36.367999999999995,32.827333396096606,37.3,-50,58.90435740192267,0,37.3,2026-02-06
KRU,-37.5,Bearish,0.8605483196175783,0.9988254208464405,-0.13827710122886228,-100,55.603909173260085,0,494.6955735224422,481.64,468.58442647755777,487.8,-50,46.298727571883205,0,487.8,2026-02-06
DVL,-37.5,Bearish,0.3182764822731521,0.2908182789364458,0.02745820333670629,100,72.6207100179655,-100,9.97883247766336,9.286,8.593167522336639,9.77,-50,80.20057860396547,-100,9.77,2026-02-06
BDX,-37.5,Bearish,14.473239702033425,14.73259605271511,-0.25935635068168494,-100,54.76814469968052,0,714.8013783316654,688.98,663.1586216683346,697.8,-50,58.846211794227465,0,697.8,2026-02-06
LPP,-50.0,Bearish,152.52438484379672,169.97002385416044,-17.44563901036372,-100,62.96004202927667,-50,20865.640234246606,20179.5,19493.359765753394,20590.0,-50,57.78857249996269,0,20590.0,2026-02-06
KTY,-62.5,Strong Bearish,20.979574428739056,21.165928812832604,-0.18635438409354776,-100,64.50722503167151,-50,1048.1999279373622,1016.475,984.7500720626379,1039.0,-50,61.30574894050763,-50,1039.0,2026-02-06
PZU,-62.5,Strong Bearish,1.1116200780413834,1.1228316494370036,-0.011211571395620235,-100,61.61333577961755,-50,71.88896769935508,69.963,68.03703230064491,71.42,-50,60.09266530728207,-50,71.42,2026-02-06
