ticker,combined_score,sentiment,macd_line,macd_signal,macd_histogram,macd_score,rsi_value,rsi_score,bb_upper,bb_middle,bb_lower,bb_current,bb_score,mfi_value,mfi_score,last_close,last_date
11B,50.0,Bullish,-3.5635779925751194,-2.568729121085188,-0.9948488714899315,-100,22.15546597552496,100,157.5247155014431,146.425,135.32528449855693,134.0,100,16.34809087435947,100,134.0,2026-02-06
DNP,50.0,Bullish,-0.6102705357001739,-0.6476116699524308,0.037341134252256936,100,52.16426922776014,0,42.148644003500614,39.443,36.73735599649938,39.19,50,30.17196688688304,50,39.19,2026-02-06
PLW,50.0,Bullish,-0.11897255427237496,3.2049565328352245,-3.3239290871075995,-100,19.518149339594316,100,290.2587152000301,272.475,254.69128479996994,254.0,100,15.71407397084161,100,254.0,2026-02-06
TXT,37.5,Bullish,-0.01961566486249211,0.2694555710992261,-0.2890712359617182,-100,26.450876141161757,100,43.13132474706512,41.248475,39.365625252934876,39.16,100,36.554022267554046,50,39.16,2026-02-06
GPP,37.5,Bullish,-1.7473729576859895,-1.2084721293736773,-0.5389008283123122,-100,15.26142285194571,100,54.43205308364874,48.904999999999994,43.37794691635125,43.75,50,1.9216035217675795,100,43.75,2026-02-06
CBF,37.5,Bullish,-0.28311246385638356,1.9622317354206311,-2.2453441992770147,-100,23.12665146371741,100,217.00598672019763,207.615,198.2240132798024,195.4,100,27.668601055492957,50,195.4,2026-02-06
ALE,37.5,Bullish,-0.684673080076049,-0.5265966567119867,-0.15807642336406225,-100,26.947912646872382,100,32.42493159272658,30.303000000000004,28.181068407273425,28.685,50,18.734048925948798,100,28.685,2026-02-06
CDR,25.0,Neutral,-0.22989431776852598,3.5996076720647405,-3.8295019898332665,-100,28.79372490214371,100,289.93001791333876,263.34000000000003,236.7499820866613,240.0,50,33.68048881627814,50,240.0,2026-02-06
DIA,25.0,Neutral,0.45851670439381564,2.8777292853662413,-2.4192125809724256,-100,26.999999397479456,100,204.82918784988027,191.905,178.98081215011973,180.65,50,33.33930010102249,50,180.65,2026-02-06
ACP,25.0,Neutral,-6.607826054299181,-2.6470026905387427,-3.9608233637604386,-100,20.441614079712366,100,244.31147151235368,216.67,189.0285284876463,189.5,50,35.858343066148464,50,189.5,2026-02-06
PEP,25.0,Neutral,-0.649168405210844,-0.5024485323374441,-0.14671987287339983,-100,27.33068115028135,100,56.98081523687537,54.95,52.91918476312463,53.0,50,35.77071554459954,50,53.0,2026-02-06
ASE,25.0,Neutral,0.44004486809737386,1.4242544868567881,-0.9842096187594143,-100,27.301695493578066,100,78.278300395526,72.75,67.221699604474,66.2,100,43.327643451236256,0,66.2,2026-02-06
HUG,12.5,Neutral,0.0871348353607857,0.07934055482998613,0.007794280530799572,100,50.672150015392525,0,24.77696484559868,24.11,23.44303515440132,24.25,-50,59.27220261559422,0,24.25,2026-02-06
MRB,12.5,Neutral,-0.40396386119323147,-0.32297258658729006,-0.08099127460594141,-100,37.790729046919985,50,15.055429317503458,13.7185,12.381570682496543,13.01,50,23.71273594818227,50,13.01,2026-02-06
NEU,12.5,Neutral,-10.028914828615825,-7.1135997704553775,-2.9153150581604477,-100,32.16888065578675,50,845.2098894875128,803.8,762.3901105124871,774.0,50,38.22919843214473,50,774.0,2026-02-06
LBW,12.5,Neutral,0.028102439716853667,0.018619220229615766,0.0094832194872379,100,52.702306430785555,0,8.809550201106173,8.411750000000001,8.01394979889383,8.5,-50,53.33147024463499,0,8.5,2026-02-06
CCC,12.5,Neutral,-4.180064023768352,-2.3132811440370222,-1.8667828797313302,-100,41.2073913184189,0,147.27934196036338,127.625,107.97065803963662,117.45,50,17.7385820907992,100,117.45,2026-02-06
EUR,12.5,Neutral,-0.07735184252361016,-0.020347560310968488,-0.05700428221264167,-100,32.479672054904555,50,7.321932759265372,6.83425,6.346567240734628,6.365,50,25.106869826763244,50,6.365,2026-02-06
WPL,12.5,Neutral,-0.7909739341806912,-0.03601498563652901,-0.7549589485441621,-100,31.85234271203754,50,68.14861437461553,62.71,57.27138562538446,58.5,50,30.277614631249634,50,58.5,2026-02-06
GPW,12.5,Neutral,1.655442764100556,1.651283291397058,0.004159472703497924,100,56.6532862500725,0,73.24130215167354,70.10249999999999,66.96369784832645,71.5,-50,45.447901748295116,0,71.5,2026-02-06
MBK,12.5,Neutral,7.954665421538721,2.4502631318824912,5.5044022896562295,100,58.83291018732521,0,1084.1930855363146,1030.635,977.0769144636853,1064.0,-50,54.417894099505716,0,1064.0,2026-02-06
VRG,12.5,Neutral,0.08524563379948624,0.0720098679230746,0.013235765876411648,100,52.14763670080546,0,5.326411361276861,5.005,4.683588638723139,5.1,-50,45.515333096744946,0,5.1,2026-02-06
EAT,12.5,Neutral,-0.06269556717248648,-0.041719954582993046,-0.02097561258949343,-100,38.000731626062134,50,14.226283445714206,13.678,13.129716554285796,13.4,50,21.485361224366272,50,13.4,2026-02-06
VOX,0.0,Neutral,1.115752670036187,1.4553045937509343,-0.3395519237147473,-100,48.18754505721793,0,141.92545730193072,138.73,135.53454269806926,137.2,50,30.29684956150699,50,137.2,2026-02-06
MBR,0.0,Neutral,7.145020940034044,10.160684519437659,-3.015663579403615,-100,50.040823109743414,0,379.55355538122626,365.1,350.6464446187738,362.0,50,28.795931941123555,50,362.0,2026-02-06
PGE,0.0,Neutral,0.21300569813418413,0.14332478646605123,0.0696809116681329,100,59.481735702322496,0,10.26074956094756,9.491150000000001,8.721550439052443,9.852,-50,78.19880547953454,-50,9.852,2026-02-06
RBW,0.0,Neutral,2.937685885567248,2.834437280787701,0.10324860477954712,100,62.95027636547047,-50,159.29448777981335,152.91000000000003,146.5255122201867,157.5,-50,58.14366064542311,0,157.5,2026-02-06
SPL,0.0,Neutral,13.80480313858095,11.846939125520318,1.9578640130606324,100,56.458958379631355,0,599.7369037886704,561.08,522.4230962113297,580.0,-50,71.06664207674059,-50,580.0,2026-02-06
PCO,0.0,Neutral,-0.32411976100796025,-0.03501358692989668,-0.28910617407806355,-100,25.30164836628704,100,30.902285735012747,29.244,27.585714264987253,27.69,50,60.744747010641014,-50,27.69,2026-02-06
ZAB,0.0,Neutral,-0.21065579090005215,-0.20313355402832858,-0.00752223687172357,-100,38.70236927454454,50,22.9797244116672,22.163999999999998,21.348275588332797,21.6,50,52.245985810248676,0,21.6,2026-02-06
ATT,0.0,Neutral,-0.3349828493661029,-0.227129802311241,-0.1078530470548619,-100,40.434058758069995,0,20.188759635035716,18.1695,16.150240364964283,17.32,50,30.318063525271384,50,17.32,2026-02-06
ENA,0.0,Neutral,0.5261678900339,0.4272772428259668,0.09889064720793317,100,61.79877216692044,-50,22.606928808249183,21.189,19.771071191750817,22.06,-50,58.10763601405193,0,22.06,2026-02-06
DOM,0.0,Neutral,2.496150950988408,2.447012918069621,0.049138032918786934,100,60.796549490785225,-50,273.5949311315593,267.825,262.0550688684407,270.0,-50,45.32345386287076,0,270.0,2026-02-06
CAR,0.0,Neutral,9.117403579422557,11.96787244307064,-2.850468863648082,-100,38.216845071192466,50,635.1282993885676,612.45,589.7717006114325,603.0,50,54.45805897796611,0,603.0,2026-02-06
JSW,-12.5,Neutral,0.5834068741234617,0.919699089494123,-0.33629221537066134,-100,44.058364777770315,0,30.460352105143322,27.040499999999998,23.620647894856674,25.62,50,56.35573294830593,0,25.62,2026-02-06
PEO,-12.5,Neutral,6.146568889467773,4.4960293116939924,1.6505395777737801,100,67.89907736344522,-50,233.420285699078,215.91,198.399714300922,230.2,-50,70.6973200999103,-50,230.2,2026-02-06
APR,-12.5,Neutral,0.07111196712845214,0.23698893040884694,-0.1658769632803948,-100,43.17050560359187,0,18.97940484181821,18.06,17.14059515818179,17.5,50,50.739575302262814,0,17.5,2026-02-06
